id,playerId,sourcePlayerName,displayName,originalChineseSurname,realSurname,season,team,position,quality,qualityName,sourceLeague,isActiveEra,isCuratedStar,isChineseNationalSpecial,nba2kOverall,nba2kPotential,nba2kPotentialRuleApplied,specialQualityReason,goatAttributeOverrideApplied,profileSourceGroup,nba2kAllTimeReference,nba2kAllTimeOverall,nba2kAllTimeTeams,scoring,rebound,assist,steal,block,stat_points_per_game,stat_rebounds_per_game,stat_assists_per_game,stat_steals_per_game,stat_blocks_per_game,cbaAwardProfile
card_q03_028,jokicni01,Nikola Jokić,约吉奇,约基奇,Jokic,2016,DEN,C,3,新秀,NBA,True,True,False,98.0,99.0,False,,False,Extra24,True,97.0,丹佛掘金,180,90,50,20,20,10.0,7.0,2.4,1.0,0.6,
card_q03_029,antetgi01,Giannis Antetokounmpo,雅德托昆博,阿德托昆博,Antetokounmpo,2014,MIL,SF,3,新秀,NBA,True,True,False,97.0,98.0,False,,False,NBA75,True,97.0,密尔沃基雄鹿,180,90,42,20,20,6.8,4.4,1.9,0.8,0.8,
card_q03_030,paulch01,Chris Paul,宝罗,保罗,Paul,2006,NOK,PG,3,新秀,NBA,True,True,False,81.0,95.0,False,,False,NBA75,True,97.0,休斯顿火箭 / 洛杉矶快船 / 新奥尔良鹈鹕,180,90,50,20,4,16.1,5.1,7.8,2.2,0.1,
card_q03_031,nowitdi01,Dirk Nowitzki,糯维茨基,诺维茨基,Nowitzki,1999,DAL,PF,3,新秀,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,达拉斯独行侠,180,90,22,20,20,8.2,3.4,1.0,0.6,0.6,
card_q03_032,wadedw01,Dwyane Wade,维德,韦德,Wade,2004,MIA,PG,3,新秀,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,迈阿密热火,180,90,50,20,20,16.2,4.0,4.5,1.4,0.6,
card_q03_033,bryanko01,Kobe Bryant,颗比,布莱恩特,Bryant,1997,LAL,SF,3,新秀,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,洛杉矶湖人,180,57,29,20,10,7.6,1.9,1.3,0.7,0.3,
card_q03_034,duncati01,Tim Duncan,登肯,邓肯,Duncan,1998,SAS,PF,3,新秀,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,圣安东尼奥马刺,180,90,50,20,20,21.1,11.9,2.7,0.7,2.5,
card_q03_035,garneke01,Kevin Garnett,嘉内特,加内特,Garnett,1996,MIN,SF,3,新秀,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,波士顿凯尔特人 / 明尼苏达森林狼,180,90,40,20,20,10.4,6.3,1.8,1.1,1.6,
card_q03_036,nashst01,Steve Nash,娜什,纳什,Nash,1997,PHO,PG,3,新秀,NBA,False,True,False,96.0,96.0,False,,False,NBA75,True,96.0,达拉斯独行侠 / 菲尼克斯太阳,92,30,46,11,0,3.3,1.0,2.1,0.3,0.0,
card_q03_037,onealsh01,Shaquille O'Neal,傲尼尔,奥尼尔,O'Neal,1993,ORL,C,3,新秀,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,洛杉矶湖人 / 迈阿密热火 / 奥兰多魔术,180,90,42,20,20,23.4,13.9,1.9,0.7,3.5,
card_q03_038,malonka01,Karl Malone,玛龙,马龙,Malone,1986,UTA,PF,3,新秀,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,犹他爵士,180,90,50,20,18,14.9,8.9,2.9,1.3,0.5,
card_q03_039,pippesc01,Scottie Pippen,琵蓬,皮蓬,Pippen,1988,CHI,SF,3,新秀,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,芝加哥公牛,180,90,46,20,20,7.9,3.8,2.1,1.2,0.7,
card_q03_040,jordami01,Michael Jordan,侨丹,乔丹,Jordan,1985,CHI,SG,3,新秀,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,芝加哥公牛,180,90,50,20,20,28.2,6.5,5.9,2.4,0.8,
card_q03_041,stockjo01,John Stockton,思托克顿,斯托克顿,Stockton,1985,UTA,PG,3,新秀,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,犹他爵士,157,39,50,20,4,5.6,1.3,5.1,1.3,0.1,
card_q03_042,olajuha01,Hakeem Olajuwon,傲拉朱旺,奥拉朱旺,Olajuwon,1985,HOU,C,3,新秀,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,休斯顿火箭,180,90,31,20,20,20.6,11.9,1.4,1.2,2.7,
card_q03_043,johnsma02,Magic Johnson,魔术师,约翰逊,Johnson,1980,LAL,SG,3,新秀,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,洛杉矶湖人,180,90,50,20,18,18.0,7.7,7.3,2.4,0.5,
card_q03_044,malonmo01,Moses Malone,玛龙,马龙,Malone,1977,2TM,C,3,新秀,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,休斯顿火箭 / 费城76人 / 华盛顿奇才,180,90,24,20,20,13.2,13.1,1.1,0.8,2.2,
card_q03_045,birdla01,Larry Bird,柏德,伯德,Bird,1980,BOS,PF,3,新秀,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,波士顿凯尔特人,180,90,50,20,20,21.3,10.4,4.5,1.7,0.6,
card_q03_046,abdulka01,Kareem Abdul-Jabbar,佳巴尔,贾巴尔,Abdul-Jabbar,1970,MIL,C,3,新秀,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,洛杉矶湖人 / 密尔沃基雄鹿,180,90,50,0,0,28.8,14.5,4.1,0.0,0.0,
card_q03_047,ervinju01,Julius Erving,殴文,欧文,Erving,1977,PHI,SF,3,新秀,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,费城76人 / 布鲁克林篮网,180,90,50,20,20,21.6,8.5,3.7,1.9,1.4,
card_q03_048,fraziwa01,Walt Frazier,芙雷泽,弗雷泽,Frazier,1968,NYK,PG,3,新秀,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,纽约尼克斯,180,90,50,0,0,9.0,4.2,4.1,0.0,0.0,
card_q03_cba_huweidong,cba_huweidong,胡卫东,湖卫东,胡卫东,胡,0,江苏,SG,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,171,58,40,16,7,,,,,,"{""mvpSeasons"": [""1995-96"", ""1996-97""], ""fmvpSeasons"": [], ""tier"": 14}"
card_q03_050,roberos01,Oscar Robertson,洛伯特森,罗伯特森,Robertson,1961,CIN,PG,3,新秀,NBA,False,True,False,97.0,98.0,False,,False,NBA75,True,97.0,密尔沃基雄鹿 / 萨克拉门托国王,180,90,50,0,0,30.5,10.1,9.7,0.0,0.0,
card_q03_051,westje01,Jerry West,维斯特,韦斯特,West,1961,LAL,SG,3,新秀,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,洛杉矶湖人,180,90,50,0,0,17.6,7.7,4.2,0.0,0.0,
card_q03_052,chambwi01,Wilt Chamberlain,璋伯伦,张伯伦,Chamberlain,1960,PHW,C,3,新秀,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,洛杉矶湖人 / 金州勇士 / 费城76人,180,90,50,0,0,37.6,27.0,2.3,0.0,0.0,
card_q03_053,russebi01,Bill Russell,啦塞尔,拉塞尔,Russell,1957,BOS,C,3,新秀,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,波士顿凯尔特人,180,90,40,0,0,14.7,19.6,1.8,0.0,0.0,
card_q03_054,pettibo01,Bob Pettit,沛蒂特,佩蒂特,Pettit,1955,MLH,PF,3,新秀,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,95.0,亚特兰大老鹰,180,90,50,0,0,20.4,13.8,3.2,0.0,0.0,
card_q03_cba_wangzhelin,cba_wangzhelin,王哲林,望哲林,王哲林,王,0,福建/上海,C,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,138,85,30,8,18,,,,,,"{""mvpSeasons"": [""2018-19"", ""2022-23""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q03_056,gilgesh01,Shai Gilgeous-Alexander,鸭梨山大,吉尔杰斯亚历山大,Gilgeous-Alexander,2019,LAC,PG,3,新秀,NBA,True,False,False,98.0,98.0,False,,False,,True,96.0,俄克拉荷马雷霆,180,84,50,20,18,10.8,2.8,3.3,1.2,0.5,
card_q03_cba_wuqian,cba_wuqian,吴前,梧前,吴前,吴,0,浙江,PG,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,131,51,48,16,5,,,,,,"{""mvpSeasons"": [""2020-21""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q03_cba_hujinqiu,cba_hujinqiu,胡金秋,湖金秋,胡金秋,胡,0,广厦,PF,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,144,79,33,10,14,,,,,,"{""mvpSeasons"": [""2021-22"", ""2024-25""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q03_059,hardeja01,James Harden,哈灯,哈登,Harden,2010,OKC,SG,3,新秀,NBA,True,True,False,89.0,93.0,False,,False,NBA75,True,95.0,休斯顿火箭,180,90,40,20,10,9.9,3.2,1.8,1.1,0.3,
card_q03_060,westbru01,Russell Westbrook,维司布鲁克,威斯布鲁克,Westbrook,2009,OKC,PG,3,新秀,NBA,True,True,False,95.0,95.0,False,,False,NBA75,True,95.0,俄克拉荷马雷霆,180,90,50,20,7,15.3,4.9,5.3,1.3,0.2,
card_q03_061,embiijo01,Joel Embiid,蒽比德,恩比德,Embiid,2017,PHI,C,3,新秀,NBA,True,True,False,92.0,95.0,False,,False,Extra24,True,95.0,费城76人,180,90,46,20,20,20.2,7.8,2.1,0.9,2.5,
card_q03_062,davisan02,Anthony Davis,戴维思,戴维斯,Davis,2013,NOH,PF,3,新秀,NBA,True,True,False,93.0,95.0,False,,False,NBA75,True,94.0,洛杉矶湖人 / 新奥尔良鹈鹕,180,90,22,20,20,13.5,8.2,1.0,1.2,1.8,
card_q03_063,leonaka01,Kawhi Leonard,纶纳德,伦纳德,Leonard,2012,SAS,SF,3,新秀,NBA,True,True,False,92.0,96.0,False,,False,NBA75,True,96.0,圣安东尼奥马刺 / 洛杉矶快船 / 多伦多猛龙,180,90,24,20,14,7.9,5.1,1.1,1.3,0.4,
card_q03_064,tatumja01,Jayson Tatum,榙图姆,塔图姆,Tatum,2018,BOS,SF,3,新秀,NBA,True,False,False,94.0,97.0,False,,False,,True,94.0,波士顿凯尔特人,180,90,35,20,20,13.9,5.0,1.6,1.0,0.7,
card_q03_cba_abdusalam,cba_abdusalam,阿不都沙拉木,雅不都沙拉木,阿不都沙拉木,阿,0,新疆,PF,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,144,79,33,10,14,,,,,,"{""mvpSeasons"": [""2023-24""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q03_cba_hexining,cba_hexining,贺希宁,鹤希宁,贺希宁,贺,0,深圳,SG,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,164,55,39,15,6,,,,,,"{""mvpSeasons"": [""2025-26""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q03_cba_dufeng,cba_dufeng,杜锋,渡锋,杜锋,杜,0,广东,PF,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,144,79,33,10,14,,,,,,"{""mvpSeasons"": [], ""fmvpSeasons"": [""2003-04""], ""tier"": 13}"
card_q03_068,lillada01,Damian Lillard,立拉德,利拉德,Lillard,2013,POR,PG,3,新秀,NBA,True,True,False,88.0,94.0,False,,False,NBA75,True,95.0,波特兰开拓者,180,90,50,20,7,19.0,3.1,6.5,0.9,0.2,
card_q03_069,irvinky01,Kyrie Irving,殴文,欧文,Irving,2012,CLE,PG,3,新秀,NBA,True,True,False,90.0,92.0,False,,False,Extra24,True,94.0,克里夫兰骑士,180,90,50,20,14,18.5,3.7,5.4,1.1,0.4,
card_q03_070,rosede01,Derrick Rose,洛斯,罗斯,Rose,2009,CHI,PG,3,新秀,NBA,False,False,False,95.0,95.0,False,,False,,True,95.0,芝加哥公牛,180,90,50,20,7,16.8,3.9,6.3,0.8,0.2,
card_q03_cba_wangshipeng,cba_wangshipeng,王仕鹏,望仕鹏,王仕鹏,王,0,广东,SG,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,164,55,39,15,6,,,,,,"{""mvpSeasons"": [], ""fmvpSeasons"": [""2010-11""], ""tier"": 13}"
card_q03_cba_humingxuan,cba_humingxuan,胡明轩,湖明轩,胡明轩,胡,0,广东,PG,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,131,51,48,16,5,,,,,,"{""mvpSeasons"": [], ""fmvpSeasons"": [""2020-21""], ""tier"": 13}"
card_q03_cba_zhaojiwei,cba_zhaojiwei,赵继伟,照继伟,赵继伟,赵,0,辽宁,PG,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,131,51,48,16,5,,,,,,"{""mvpSeasons"": [], ""fmvpSeasons"": [""2021-22"", ""2022-23""], ""tier"": 13}"
card_q03_074,cartevi01,Vince Carter,喀特,卡特,Carter,1999,TOR,SF,3,新秀,NBA,False,True,False,96.0,96.0,False,,False,Extra24,True,96.0,布鲁克林篮网 / 多伦多猛龙,180,90,50,20,20,18.3,5.7,3.0,1.1,1.5,
card_q03_075,parketo01,Tony Parker,琶克,帕克,Parker,2002,SAS,PG,3,新秀,NBA,False,True,False,95.0,95.0,False,,False,Extra24,True,95.0,圣安东尼奥马刺,180,78,50,20,4,9.2,2.6,4.3,1.2,0.1,
card_q03_cba_bateer,cba_bateer,巴特尔,芭特尔,巴特尔,巴,0,北京/新疆,C,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,145,88,32,9,19,,,,,,"{""mvpSeasons"": [""2005-06"", ""2008-09"", ""2009-10"", ""2010-11""], ""fmvpSeasons"": [], ""tier"": 14}"
card_q03_cba_liuyudong,cba_liuyudong,刘玉栋,柳玉栋,刘玉栋,刘,0,八一,PF,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,157,85,36,12,16,,,,,,"{""mvpSeasons"": [""2001-02""], ""fmvpSeasons"": [""2001-02"", ""2002-03""], ""tier"": 15}"
card_q03_078,piercpa01,Paul Pierce,琵尔斯,皮尔斯,Pierce,1999,BOS,SF,3,新秀,NBA,False,True,False,94.0,94.0,False,,False,NBA75,True,94.0,波士顿凯尔特人,180,90,50,20,20,16.5,6.4,2.4,1.7,1.0,
card_q03_079,boshch01,Chris Bosh,泊什,波什,Bosh,2004,TOR,C,3,新秀,NBA,False,True,False,90.0,91.0,False,,False,Extra24,True,93.0,迈阿密热火 / 多伦多猛龙,180,90,22,20,20,11.5,7.4,1.0,0.8,1.4,
card_q03_080,allenra02,Ray Allen,雅伦,阿伦,Allen,1997,MIL,SG,3,新秀,NBA,False,True,False,94.0,96.0,False,,False,NBA75,True,94.0,密尔沃基雄鹿 / 俄克拉荷马雷霆,180,90,50,20,4,13.4,4.0,2.6,0.9,0.1,
card_q03_081,billuch01,Chauncey Billups,比炉普斯,布艾勒勒,Billups,1998,2TM,PG,3,新秀,NBA,False,False,False,93.0,93.0,False,,False,,True,93.0,底特律活塞 / 丹佛掘金,180,72,50,20,4,11.2,2.4,3.9,1.3,0.1,
card_q03_082,kiddja01,Jason Kidd,吉德,基德,Kidd,1995,DAL,PG,3,新秀,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,95.0,达拉斯独行侠 / 菲尼克斯太阳 / 布鲁克林篮网,180,90,50,20,10,11.7,5.4,7.7,1.9,0.3,
card_q03_083,hillgr01,Grant Hill,熙尔,希尔,Hill,1995,DET,SF,3,新秀,NBA,False,True,False,93.0,93.0,False,,False,Extra24,True,93.0,底特律活塞,180,90,50,20,20,19.9,6.4,5.0,1.8,0.9,
card_q03_084,mcgratr01,Tracy McGrady,卖迪,麦格雷迪,McGrady,1998,TOR,SF,3,新秀,NBA,False,True,False,95.0,95.0,False,,False,Extra24,True,95.0,休斯顿火箭 / 奥兰多魔术 / 多伦多猛龙,180,90,33,20,20,7.0,4.2,1.5,0.8,1.0,
card_q03_cba_yaoming,cba_yaoming,姚明,尧明,姚明,姚,0,上海,C,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,151,88,33,10,19,,,,,,"{""mvpSeasons"": [""2000-01""], ""fmvpSeasons"": [""2000-01""], ""tier"": 15}"
card_q03_086,iversal01,Allen Iverson,爱弗森,艾弗森,Iverson,1997,PHI,PG,3,新秀,NBA,False,True,False,96.0,97.0,False,,False,NBA75,True,96.0,费城76人,180,90,50,20,10,23.5,4.1,7.5,2.1,0.3,
card_q03_cba_zhufangyu,cba_zhufangyu,朱芳雨,珠芳雨,朱芳雨,朱,0,广东,SF,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,170,69,40,15,11,,,,,,"{""mvpSeasons"": [""2006-07"", ""2011-12""], ""fmvpSeasons"": [""2004-05"", ""2007-08"", ""2008-09"", ""2009-10""], ""tier"": 15}"
card_q03_088,webbech01,Chris Webber,维伯,韦伯,Webber,1994,GSW,C,3,新秀,NBA,False,True,False,93.0,93.0,False,,False,Extra24,True,93.0,萨克拉门托国王 / 华盛顿奇才,180,90,50,20,20,17.5,9.1,3.6,1.2,2.2,
card_q03_089,mournal01,Alonzo Mourning,墨宁,莫宁,Mourning,1993,CHH,C,3,新秀,NBA,False,True,False,94.0,94.0,False,,False,Extra24,True,94.0,迈阿密热火 / 夏洛特黄蜂,180,90,22,11,20,21.0,10.3,1.0,0.3,3.5,
card_q03_090,paytoga01,Gary Payton,沛顿,佩顿,Payton,1991,SEA,PG,3,新秀,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,95.0,俄克拉荷马雷霆,180,90,50,20,7,7.2,3.0,6.4,2.0,0.2,
card_q03_cba_gongxiaobin,cba_gongxiaobin,巩晓彬,汞小彬,巩晓彬,巩,0,山东,PF,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,144,79,33,10,14,,,,,,"{""mvpSeasons"": [""1997-98""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q03_cba_sunjun,cba_sunjun,孙军,荪军,孙军,孙,0,吉林,SF,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,157,63,36,13,9,,,,,,"{""mvpSeasons"": [""1998-99"", ""2002-03""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q03_cba_yijianlian,cba_yijianlian,易建联,奕建联,易建联,易,0,广东,PF,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,157,85,36,12,16,,,,,,"{""mvpSeasons"": [""2012-13"", ""2013-14"", ""2014-15"", ""2015-16"", ""2019-20""], ""fmvpSeasons"": [""2005-06"", ""2012-13"", ""2018-19""], ""tier"": 15}"
card_q03_094,robinda01,David Robinson,洛宾逊,罗宾逊,Robinson,1990,SAS,C,3,新秀,NBA,False,True,False,96.0,96.0,False,,False,NBA75,True,96.0,圣安东尼奥马刺,180,90,44,20,20,24.3,12.0,2.0,1.7,3.9,
card_q03_cba_tangzhengdong,cba_tangzhengdong,唐正东,塘正东,唐正东,唐,0,江苏,C,3,新秀,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,138,85,30,8,18,,,,,,"{""mvpSeasons"": [""2003-04"", ""2004-05"", ""2007-08""], ""fmvpSeasons"": [], ""tier"": 13}"
